Generation,Best_Fitness,Terminals,Population_Size,Max_Depth
1,603.8682644062336,"['x', 1]",50,2
2,603.8682644062336,"['x', 1]",50,2
3,492.7141044865871,"['x', 1]",50,2
4,492.7141044865871,"['x', 1]",50,2
5,492.7141044865871,"['x', 1]",50,2
6,492.7141044865871,"['x', 1]",50,2
7,462.6140686280716,"['x', 1]",50,2
8,345.98718122858304,"['x', 1]",50,2
9,345.98718122858304,"['x', 1]",50,2
10,330.0334255209562,"['x', 1]",50,2
11,233.12188084611478,"['x', 1]",50,2
12,156.73716290443457,"['x', 1]",50,2
13,111.01583301841195,"['x', 1]",50,2
14,94.66238711663215,"['x', 1]",50,2
15,94.66238711663215,"['x', 1]",50,2
16,83.81906852233539,"['x', 1]",50,2
17,83.81906852233539,"['x', 1]",50,2
18,83.81906852233539,"['x', 1]",50,2
19,83.81906852233539,"['x', 1]",50,2
20,83.81906852233539,"['x', 1]",50,2
21,83.81906852233539,"['x', 1]",50,2
22,83.81906852233539,"['x', 1]",50,2
23,83.81906852233539,"['x', 1]",50,2
24,83.81906852233539,"['x', 1]",50,2
25,83.81906852233539,"['x', 1]",50,2
26,83.81906852233539,"['x', 1]",50,2
27,83.81906852233539,"['x', 1]",50,2
28,83.81906852233539,"['x', 1]",50,2
29,83.81906852233539,"['x', 1]",50,2
30,83.81906852233539,"['x', 1]",50,2
31,83.81906852233539,"['x', 1]",50,2
32,83.81906852233539,"['x', 1]",50,2
33,83.81906852233539,"['x', 1]",50,2
34,83.81906852233539,"['x', 1]",50,2
35,83.81906852233539,"['x', 1]",50,2
36,83.81906852233539,"['x', 1]",50,2
1,343.01181993896955,"['x', 1]",50,2
2,343.01181993896955,"['x', 1]",50,2
3,343.01181993896955,"['x', 1]",50,2
4,343.01181993896955,"['x', 1]",50,2
5,343.01181993896955,"['x', 1]",50,2
6,334.5198635869229,"['x', 1]",50,2
7,334.5198635869229,"['x', 1]",50,2
8,334.5198635869229,"['x', 1]",50,2
9,267.0417684176743,"['x', 1]",50,2
10,247.16215050730003,"['x', 1]",50,2
11,230.33874444029826,"['x', 1]",50,2
12,184.9166022568819,"['x', 1]",50,2
13,147.78321883566855,"['x', 1]",50,2
14,147.78321883566855,"['x', 1]",50,2
15,147.78321883566855,"['x', 1]",50,2
16,118.09632001237715,"['x', 1]",50,2
17,118.09632001237715,"['x', 1]",50,2
18,107.83718836579028,"['x', 1]",50,2
19,106.52695215403833,"['x', 1]",50,2
20,96.49374587428633,"['x', 1]",50,2
21,89.5167514379069,"['x', 1]",50,2
22,89.5167514379069,"['x', 1]",50,2
23,89.5167514379069,"['x', 1]",50,2
24,89.5167514379069,"['x', 1]",50,2
25,89.5167514379069,"['x', 1]",50,2
26,89.5167514379069,"['x', 1]",50,2
27,89.5167514379069,"['x', 1]",50,2
28,89.5167514379069,"['x', 1]",50,2
29,89.5167514379069,"['x', 1]",50,2
30,89.5167514379069,"['x', 1]",50,2
31,89.5167514379069,"['x', 1]",50,2
32,89.5167514379069,"['x', 1]",50,2
33,89.5167514379069,"['x', 1]",50,2
34,89.5167514379069,"['x', 1]",50,2
35,89.5167514379069,"['x', 1]",50,2
36,89.5167514379069,"['x', 1]",50,2
37,89.5167514379069,"['x', 1]",50,2
38,89.5167514379069,"['x', 1]",50,2
39,89.5167514379069,"['x', 1]",50,2
40,89.5167514379069,"['x', 1]",50,2
41,89.5167514379069,"['x', 1]",50,2
1,595.3007884466498,"['x', 1]",50,2
2,595.3007884466498,"['x', 1]",50,2
3,595.3007884466498,"['x', 1]",50,2
4,562.1510752835327,"['x', 1]",50,2
5,562.1510752835327,"['x', 1]",50,2
6,562.1510752835327,"['x', 1]",50,2
7,562.1510752835327,"['x', 1]",50,2
8,551.2891354433231,"['x', 1]",50,2
9,551.2891354433231,"['x', 1]",50,2
10,551.2891354433231,"['x', 1]",50,2
11,551.2891354433231,"['x', 1]",50,2
12,551.2891354433231,"['x', 1]",50,2
13,551.2891354433231,"['x', 1]",50,2
14,551.2891354433231,"['x', 1]",50,2
15,551.2891354433231,"['x', 1]",50,2
16,551.2891354433231,"['x', 1]",50,2
17,551.2891354433231,"['x', 1]",50,2
18,551.2891354433231,"['x', 1]",50,2
19,551.2891354433231,"['x', 1]",50,2
20,551.2891354433231,"['x', 1]",50,2
21,551.2891354433231,"['x', 1]",50,2
22,551.2891354433231,"['x', 1]",50,2
23,551.2891354433231,"['x', 1]",50,2
24,551.2891354433231,"['x', 1]",50,2
25,551.2891354433231,"['x', 1]",50,2
26,551.2891354433231,"['x', 1]",50,2
27,551.2891354433231,"['x', 1]",50,2
28,551.2891354433231,"['x', 1]",50,2
1,749.2967400902118,"['x', 1]",50,2
2,749.2967400902118,"['x', 1]",50,2
3,626.0418365313849,"['x', 1]",50,2
4,603.704274083607,"['x', 1]",50,2
5,588.7583449725514,"['x', 1]",50,2
6,432.2353528728723,"['x', 1]",50,2
7,432.2353528728723,"['x', 1]",50,2
8,328.0099067020512,"['x', 1]",50,2
9,310.2162215185738,"['x', 1]",50,2
10,218.30772597300586,"['x', 1]",50,2
11,145.88952790220526,"['x', 1]",50,2
12,145.88952790220526,"['x', 1]",50,2
13,102.63475906018355,"['x', 1]",50,2
14,102.63475906018355,"['x', 1]",50,2
15,102.63475906018355,"['x', 1]",50,2
16,102.63475906018355,"['x', 1]",50,2
17,102.63475906018355,"['x', 1]",50,2
18,102.63475906018355,"['x', 1]",50,2
19,102.63475906018355,"['x', 1]",50,2
20,102.63475906018355,"['x', 1]",50,2
21,102.63475906018355,"['x', 1]",50,2
22,102.63475906018355,"['x', 1]",50,2
23,102.63475906018355,"['x', 1]",50,2
24,102.63475906018355,"['x', 1]",50,2
25,102.63475906018355,"['x', 1]",50,2
26,102.63475906018355,"['x', 1]",50,2
27,102.63475906018355,"['x', 1]",50,2
28,102.63475906018355,"['x', 1]",50,2
29,102.63475906018355,"['x', 1]",50,2
30,102.63475906018355,"['x', 1]",50,2
31,102.63475906018355,"['x', 1]",50,2
32,102.63475906018355,"['x', 1]",50,2
33,102.63475906018355,"['x', 1]",50,2
1,341.4115772586869,"['x', 1, 2]",50,2
2,341.4115772586869,"['x', 1, 2]",50,2
3,180.71384155043225,"['x', 1, 2]",50,2
4,180.71384155043225,"['x', 1, 2]",50,2
5,180.71384155043225,"['x', 1, 2]",50,2
6,180.71384155043225,"['x', 1, 2]",50,2
7,65.95526990566438,"['x', 1, 2]",50,2
8,65.95526990566438,"['x', 1, 2]",50,2
9,65.95526990566438,"['x', 1, 2]",50,2
10,65.95526990566438,"['x', 1, 2]",50,2
11,64.32241284165413,"['x', 1, 2]",50,2
12,64.32241284165413,"['x', 1, 2]",50,2
13,18.740639401962238,"['x', 1, 2]",50,2
14,18.740639401962238,"['x', 1, 2]",50,2
15,18.740639401962238,"['x', 1, 2]",50,2
16,18.740639401962238,"['x', 1, 2]",50,2
17,18.740639401962238,"['x', 1, 2]",50,2
18,18.740639401962238,"['x', 1, 2]",50,2
19,18.740639401962238,"['x', 1, 2]",50,2
20,18.740639401962238,"['x', 1, 2]",50,2
21,18.740639401962238,"['x', 1, 2]",50,2
22,18.740639401962238,"['x', 1, 2]",50,2
23,18.740639401962238,"['x', 1, 2]",50,2
24,18.740639401962238,"['x', 1, 2]",50,2
25,18.740639401962238,"['x', 1, 2]",50,2
26,18.740639401962238,"['x', 1, 2]",50,2
27,18.740639401962238,"['x', 1, 2]",50,2
28,18.740639401962238,"['x', 1, 2]",50,2
29,18.740639401962238,"['x', 1, 2]",50,2
30,18.740639401962238,"['x', 1, 2]",50,2
31,18.740639401962238,"['x', 1, 2]",50,2
32,18.740639401962238,"['x', 1, 2]",50,2
33,18.740639401962238,"['x', 1, 2]",50,2
1,364.2269151265778,"['x', 1, 2]",50,2
2,181.92018815935128,"['x', 1, 2]",50,2
3,181.92018815935128,"['x', 1, 2]",50,2
4,87.88748650804433,"['x', 1, 2]",50,2
5,87.88748650804433,"['x', 1, 2]",50,2
6,87.88748650804433,"['x', 1, 2]",50,2
7,87.88748650804433,"['x', 1, 2]",50,2
8,87.88748650804433,"['x', 1, 2]",50,2
9,87.88748650804433,"['x', 1, 2]",50,2
10,87.88748650804433,"['x', 1, 2]",50,2
11,87.88748650804433,"['x', 1, 2]",50,2
12,87.88748650804433,"['x', 1, 2]",50,2
13,87.88748650804433,"['x', 1, 2]",50,2
14,87.88748650804433,"['x', 1, 2]",50,2
15,87.88748650804433,"['x', 1, 2]",50,2
16,87.88748650804433,"['x', 1, 2]",50,2
17,87.88748650804433,"['x', 1, 2]",50,2
18,87.88748650804433,"['x', 1, 2]",50,2
19,87.88748650804433,"['x', 1, 2]",50,2
20,87.88748650804433,"['x', 1, 2]",50,2
21,87.88748650804433,"['x', 1, 2]",50,2
22,87.88748650804433,"['x', 1, 2]",50,2
23,87.88748650804433,"['x', 1, 2]",50,2
24,87.88748650804433,"['x', 1, 2]",50,2
1,414.9697439709886,"['x', 1, 2]",50,2
2,414.9697439709886,"['x', 1, 2]",50,2
3,296.1171568320806,"['x', 1, 2]",50,2
4,89.90180771700959,"['x', 1, 2]",50,2
5,89.90180771700959,"['x', 1, 2]",50,2
6,89.90180771700959,"['x', 1, 2]",50,2
7,51.0179801587967,"['x', 1, 2]",50,2
8,51.0179801587967,"['x', 1, 2]",50,2
9,51.0179801587967,"['x', 1, 2]",50,2
10,37.337280420201346,"['x', 1, 2]",50,2
11,6.109088823029552,"['x', 1, 2]",50,2
12,6.109088823029552,"['x', 1, 2]",50,2
13,6.109088823029552,"['x', 1, 2]",50,2
14,6.109088823029552,"['x', 1, 2]",50,2
15,6.109088823029552,"['x', 1, 2]",50,2
16,6.109088823029552,"['x', 1, 2]",50,2
17,6.109088823029552,"['x', 1, 2]",50,2
18,6.109088823029552,"['x', 1, 2]",50,2
19,6.109088823029552,"['x', 1, 2]",50,2
20,6.109088823029552,"['x', 1, 2]",50,2
21,6.109088823029552,"['x', 1, 2]",50,2
22,6.109088823029552,"['x', 1, 2]",50,2
23,6.109088823029552,"['x', 1, 2]",50,2
24,6.109088823029552,"['x', 1, 2]",50,2
25,6.109088823029552,"['x', 1, 2]",50,2
26,6.109088823029552,"['x', 1, 2]",50,2
27,6.109088823029552,"['x', 1, 2]",50,2
28,6.109088823029552,"['x', 1, 2]",50,2
29,6.109088823029552,"['x', 1, 2]",50,2
30,6.109088823029552,"['x', 1, 2]",50,2
31,6.109088823029552,"['x', 1, 2]",50,2
1,698.8330974047933,"['x', 1, 2]",50,2
2,642.0856471178785,"['x', 1, 2]",50,2
3,617.0211762384301,"['x', 1, 2]",50,2
4,87.29931532664384,"['x', 1, 2]",50,2
5,87.29931532664384,"['x', 1, 2]",50,2
6,87.29931532664384,"['x', 1, 2]",50,2
7,87.29931532664384,"['x', 1, 2]",50,2
8,87.29931532664384,"['x', 1, 2]",50,2
9,87.29931532664384,"['x', 1, 2]",50,2
10,6.109808574595214,"['x', 1, 2]",50,2
11,6.109808574595214,"['x', 1, 2]",50,2
12,6.109808574595214,"['x', 1, 2]",50,2
13,6.109808574595214,"['x', 1, 2]",50,2
14,6.109808574595214,"['x', 1, 2]",50,2
15,5.91140885280388,"['x', 1, 2]",50,2
16,5.91140885280388,"['x', 1, 2]",50,2
17,5.91140885280388,"['x', 1, 2]",50,2
18,5.91140885280388,"['x', 1, 2]",50,2
19,5.91140885280388,"['x', 1, 2]",50,2
20,5.91140885280388,"['x', 1, 2]",50,2
21,5.91140885280388,"['x', 1, 2]",50,2
22,5.91140885280388,"['x', 1, 2]",50,2
23,5.91140885280388,"['x', 1, 2]",50,2
24,5.91140885280388,"['x', 1, 2]",50,2
25,5.91140885280388,"['x', 1, 2]",50,2
26,5.91140885280388,"['x', 1, 2]",50,2
27,5.91140885280388,"['x', 1, 2]",50,2
28,5.91140885280388,"['x', 1, 2]",50,2
29,5.91140885280388,"['x', 1, 2]",50,2
30,5.91140885280388,"['x', 1, 2]",50,2
31,5.91140885280388,"['x', 1, 2]",50,2
32,5.91140885280388,"['x', 1, 2]",50,2
33,5.91140885280388,"['x', 1, 2]",50,2
34,5.91140885280388,"['x', 1, 2]",50,2
35,5.91140885280388,"['x', 1, 2]",50,2
1,548.048956537836,"['x', 1, 2, 3]",50,2
2,514.6096098506262,"['x', 1, 2, 3]",50,2
3,514.6096098506262,"['x', 1, 2, 3]",50,2
4,474.1665150490673,"['x', 1, 2, 3]",50,2
5,346.9665357690353,"['x', 1, 2, 3]",50,2
6,346.9665357690353,"['x', 1, 2, 3]",50,2
7,346.9665357690353,"['x', 1, 2, 3]",50,2
8,346.9665357690353,"['x', 1, 2, 3]",50,2
9,342.7859153263851,"['x', 1, 2, 3]",50,2
10,331.6548578792623,"['x', 1, 2, 3]",50,2
11,331.6548578792623,"['x', 1, 2, 3]",50,2
12,331.6548578792623,"['x', 1, 2, 3]",50,2
13,252.1232995068606,"['x', 1, 2, 3]",50,2
14,197.19155889057305,"['x', 1, 2, 3]",50,2
15,197.19155889057305,"['x', 1, 2, 3]",50,2
16,197.19155889057305,"['x', 1, 2, 3]",50,2
17,129.88585170662265,"['x', 1, 2, 3]",50,2
18,129.88585170662265,"['x', 1, 2, 3]",50,2
19,129.88585170662265,"['x', 1, 2, 3]",50,2
20,129.88585170662265,"['x', 1, 2, 3]",50,2
21,129.88585170662265,"['x', 1, 2, 3]",50,2
22,129.88585170662265,"['x', 1, 2, 3]",50,2
23,129.88585170662265,"['x', 1, 2, 3]",50,2
24,129.88585170662265,"['x', 1, 2, 3]",50,2
25,129.88585170662265,"['x', 1, 2, 3]",50,2
26,129.88585170662265,"['x', 1, 2, 3]",50,2
27,129.88585170662265,"['x', 1, 2, 3]",50,2
28,129.88585170662265,"['x', 1, 2, 3]",50,2
29,129.88585170662265,"['x', 1, 2, 3]",50,2
30,129.88585170662265,"['x', 1, 2, 3]",50,2
31,129.88585170662265,"['x', 1, 2, 3]",50,2
32,129.88585170662265,"['x', 1, 2, 3]",50,2
33,129.88585170662265,"['x', 1, 2, 3]",50,2
34,129.88585170662265,"['x', 1, 2, 3]",50,2
35,129.88585170662265,"['x', 1, 2, 3]",50,2
36,129.88585170662265,"['x', 1, 2, 3]",50,2
37,129.88585170662265,"['x', 1, 2, 3]",50,2
1,584.382984596032,"['x', 1, 2, 3]",50,2
2,316.18029265242757,"['x', 1, 2, 3]",50,2
3,154.81470501352896,"['x', 1, 2, 3]",50,2
4,114.79532036266865,"['x', 1, 2, 3]",50,2
5,114.79532036266865,"['x', 1, 2, 3]",50,2
6,114.79532036266865,"['x', 1, 2, 3]",50,2
7,111.95332835751721,"['x', 1, 2, 3]",50,2
8,54.04462205223062,"['x', 1, 2, 3]",50,2
9,18.926213286301476,"['x', 1, 2, 3]",50,2
10,18.457656321805633,"['x', 1, 2, 3]",50,2
11,17.858293210104723,"['x', 1, 2, 3]",50,2
12,17.858293210104723,"['x', 1, 2, 3]",50,2
13,17.858293210104723,"['x', 1, 2, 3]",50,2
14,17.858293210104723,"['x', 1, 2, 3]",50,2
15,13.755664213404177,"['x', 1, 2, 3]",50,2
16,13.755664213404177,"['x', 1, 2, 3]",50,2
17,13.308985742274627,"['x', 1, 2, 3]",50,2
18,13.308985742274627,"['x', 1, 2, 3]",50,2
19,13.308985742274627,"['x', 1, 2, 3]",50,2
20,13.308985742274627,"['x', 1, 2, 3]",50,2
21,13.308985742274627,"['x', 1, 2, 3]",50,2
22,13.308985742274627,"['x', 1, 2, 3]",50,2
23,13.308985742274627,"['x', 1, 2, 3]",50,2
24,13.308985742274627,"['x', 1, 2, 3]",50,2
25,13.308985742274627,"['x', 1, 2, 3]",50,2
26,13.308985742274627,"['x', 1, 2, 3]",50,2
27,13.308985742274627,"['x', 1, 2, 3]",50,2
28,13.308985742274627,"['x', 1, 2, 3]",50,2
29,13.308985742274627,"['x', 1, 2, 3]",50,2
30,13.308985742274627,"['x', 1, 2, 3]",50,2
31,13.308985742274627,"['x', 1, 2, 3]",50,2
32,13.308985742274627,"['x', 1, 2, 3]",50,2
33,13.308985742274627,"['x', 1, 2, 3]",50,2
34,13.308985742274627,"['x', 1, 2, 3]",50,2
35,13.308985742274627,"['x', 1, 2, 3]",50,2
36,13.308985742274627,"['x', 1, 2, 3]",50,2
37,13.308985742274627,"['x', 1, 2, 3]",50,2
1,657.90599378035,"['x', 1, 2, 3]",50,2
2,535.8084465848328,"['x', 1, 2, 3]",50,2
3,378.646368038011,"['x', 1, 2, 3]",50,2
4,378.646368038011,"['x', 1, 2, 3]",50,2
5,201.48224901271973,"['x', 1, 2, 3]",50,2
6,201.48224901271973,"['x', 1, 2, 3]",50,2
7,128.88287169052776,"['x', 1, 2, 3]",50,2
8,128.88287169052776,"['x', 1, 2, 3]",50,2
9,105.47424607826916,"['x', 1, 2, 3]",50,2
10,105.47424607826916,"['x', 1, 2, 3]",50,2
11,103.70164430145914,"['x', 1, 2, 3]",50,2
12,103.70164430145914,"['x', 1, 2, 3]",50,2
13,88.6232264571774,"['x', 1, 2, 3]",50,2
14,1.4809211470838355,"['x', 1, 2, 3]",50,2
15,1.4809211470838355,"['x', 1, 2, 3]",50,2
16,1.4809211470838355,"['x', 1, 2, 3]",50,2
17,1.4809211470838355,"['x', 1, 2, 3]",50,2
18,1.4809211470838355,"['x', 1, 2, 3]",50,2
19,1.4809211470838355,"['x', 1, 2, 3]",50,2
20,1.4809211470838355,"['x', 1, 2, 3]",50,2
21,1.4809211470838355,"['x', 1, 2, 3]",50,2
22,1.4809211470838355,"['x', 1, 2, 3]",50,2
23,1.4809211470838355,"['x', 1, 2, 3]",50,2
24,1.4809211470838355,"['x', 1, 2, 3]",50,2
25,1.4809211470838355,"['x', 1, 2, 3]",50,2
26,1.4809211470838355,"['x', 1, 2, 3]",50,2
27,1.4809211470838355,"['x', 1, 2, 3]",50,2
28,1.4809211470838355,"['x', 1, 2, 3]",50,2
29,1.4809211470838355,"['x', 1, 2, 3]",50,2
30,1.4809211470838355,"['x', 1, 2, 3]",50,2
31,1.4809211470838355,"['x', 1, 2, 3]",50,2
32,1.4809211470838355,"['x', 1, 2, 3]",50,2
33,1.4809211470838355,"['x', 1, 2, 3]",50,2
34,1.4809211470838355,"['x', 1, 2, 3]",50,2
1,522.6116235921832,"['x', 1, 2, 3]",50,2
2,522.6116235921832,"['x', 1, 2, 3]",50,2
3,85.41945285977133,"['x', 1, 2, 3]",50,2
4,85.41945285977133,"['x', 1, 2, 3]",50,2
5,85.41945285977133,"['x', 1, 2, 3]",50,2
6,66.07002346767833,"['x', 1, 2, 3]",50,2
7,55.76339823699677,"['x', 1, 2, 3]",50,2
8,18.543774550248358,"['x', 1, 2, 3]",50,2
9,6.113557689081331,"['x', 1, 2, 3]",50,2
10,5.915036224806262,"['x', 1, 2, 3]",50,2
11,1.529119203654718,"['x', 1, 2, 3]",50,2
12,1.529119203654718,"['x', 1, 2, 3]",50,2
13,1.529119203654718,"['x', 1, 2, 3]",50,2
14,1.529119203654718,"['x', 1, 2, 3]",50,2
15,0.0008925616006389716,"['x', 1, 2, 3]",50,2
1,464.8504189173145,"['x', 1, 2, 3, 4]",50,2
2,464.8504189173145,"['x', 1, 2, 3, 4]",50,2
3,464.8504189173145,"['x', 1, 2, 3, 4]",50,2
4,218.70139894453624,"['x', 1, 2, 3, 4]",50,2
5,179.24696249989006,"['x', 1, 2, 3, 4]",50,2
6,179.24696249989006,"['x', 1, 2, 3, 4]",50,2
7,102.38389518832393,"['x', 1, 2, 3, 4]",50,2
8,102.38389518832393,"['x', 1, 2, 3, 4]",50,2
9,38.19367864843699,"['x', 1, 2, 3, 4]",50,2
10,38.19367864843699,"['x', 1, 2, 3, 4]",50,2
11,38.19367864843699,"['x', 1, 2, 3, 4]",50,2
12,38.19367864843699,"['x', 1, 2, 3, 4]",50,2
13,38.19367864843699,"['x', 1, 2, 3, 4]",50,2
14,38.19367864843699,"['x', 1, 2, 3, 4]",50,2
15,38.19367864843699,"['x', 1, 2, 3, 4]",50,2
16,38.19367864843699,"['x', 1, 2, 3, 4]",50,2
17,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
18,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
19,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
20,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
21,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
22,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
23,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
24,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
25,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
26,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
27,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
28,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
29,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
30,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
31,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
32,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
33,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
34,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
35,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
36,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
37,36.9534409019476,"['x', 1, 2, 3, 4]",50,2
1,38.199282102201664,"['x', 1, 2, 3, 4]",50,2
2,38.199282102201664,"['x', 1, 2, 3, 4]",50,2
3,38.199282102201664,"['x', 1, 2, 3, 4]",50,2
4,38.199282102201664,"['x', 1, 2, 3, 4]",50,2
5,36.958862398511094,"['x', 1, 2, 3, 4]",50,2
6,13.756496838956899,"['x', 1, 2, 3, 4]",50,2
7,13.756496838956899,"['x', 1, 2, 3, 4]",50,2
8,1.5299220945328913,"['x', 1, 2, 3, 4]",50,2
9,1.5299220945328913,"['x', 1, 2, 3, 4]",50,2
10,1.4802419590242513,"['x', 1, 2, 3, 4]",50,2
11,1.4802419590242513,"['x', 1, 2, 3, 4]",50,2
12,0.0009215578949367957,"['x', 1, 2, 3, 4]",50,2
1,553.7227114897128,"['x', 1, 2, 3, 4]",50,2
2,197.27191249724808,"['x', 1, 2, 3, 4]",50,2
3,152.9538179710858,"['x', 1, 2, 3, 4]",50,2
4,152.9538179710858,"['x', 1, 2, 3, 4]",50,2
5,152.9538179710858,"['x', 1, 2, 3, 4]",50,2
6,135.53292146996745,"['x', 1, 2, 3, 4]",50,2
7,135.53292146996745,"['x', 1, 2, 3, 4]",50,2
8,135.53292146996745,"['x', 1, 2, 3, 4]",50,2
9,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
10,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
11,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
12,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
13,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
14,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
15,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
16,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
17,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
18,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
19,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
20,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
21,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
22,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
23,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
24,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
25,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
26,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
27,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
28,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
29,102.25114035685748,"['x', 1, 2, 3, 4]",50,2
1,206.60410049104766,"['x', 1, 2, 3, 4]",50,2
2,89.63447742375219,"['x', 1, 2, 3, 4]",50,2
3,58.20779568181498,"['x', 1, 2, 3, 4]",50,2
4,56.31765291737918,"['x', 1, 2, 3, 4]",50,2
5,55.012606579977955,"['x', 1, 2, 3, 4]",50,2
6,55.012606579977955,"['x', 1, 2, 3, 4]",50,2
7,55.012606579977955,"['x', 1, 2, 3, 4]",50,2
8,55.012606579977955,"['x', 1, 2, 3, 4]",50,2
9,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
10,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
11,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
12,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
13,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
14,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
15,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
16,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
17,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
18,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
19,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
20,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
21,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
22,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
23,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
24,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
25,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
26,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
27,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
28,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
29,53.226219051264444,"['x', 1, 2, 3, 4]",50,2
1,487.8923417166705,"['x', 1]",100,2
2,487.8923417166705,"['x', 1]",100,2
3,391.63668932142235,"['x', 1]",100,2
4,391.63668932142235,"['x', 1]",100,2
5,282.31246328741366,"['x', 1]",100,2
6,153.297909034778,"['x', 1]",100,2
7,153.297909034778,"['x', 1]",100,2
8,153.297909034778,"['x', 1]",100,2
9,97.2407868525196,"['x', 1]",100,2
10,97.2407868525196,"['x', 1]",100,2
11,87.91288397334563,"['x', 1]",100,2
12,87.91288397334563,"['x', 1]",100,2
13,87.91288397334563,"['x', 1]",100,2
14,85.05814777183686,"['x', 1]",100,2
15,85.05814777183686,"['x', 1]",100,2
16,85.05814777183686,"['x', 1]",100,2
17,85.05814777183686,"['x', 1]",100,2
18,85.05814777183686,"['x', 1]",100,2
19,85.05814777183686,"['x', 1]",100,2
20,85.05814777183686,"['x', 1]",100,2
21,85.05814777183686,"['x', 1]",100,2
22,85.05814777183686,"['x', 1]",100,2
23,85.05814777183686,"['x', 1]",100,2
24,85.05814777183686,"['x', 1]",100,2
25,85.05814777183686,"['x', 1]",100,2
26,85.05814777183686,"['x', 1]",100,2
27,85.05814777183686,"['x', 1]",100,2
28,85.05814777183686,"['x', 1]",100,2
29,85.05814777183686,"['x', 1]",100,2
30,85.05814777183686,"['x', 1]",100,2
31,85.05814777183686,"['x', 1]",100,2
32,85.05814777183686,"['x', 1]",100,2
33,85.05814777183686,"['x', 1]",100,2
34,85.05814777183686,"['x', 1]",100,2
1,581.2948146137064,"['x', 1]",100,2
2,330.84421676345835,"['x', 1]",100,2
3,262.09481128914524,"['x', 1]",100,2
4,152.86720929964096,"['x', 1]",100,2
5,152.86720929964096,"['x', 1]",100,2
6,152.86720929964096,"['x', 1]",100,2
7,152.86720929964096,"['x', 1]",100,2
8,118.6336336297942,"['x', 1]",100,2
9,118.6336336297942,"['x', 1]",100,2
10,106.2253803902716,"['x', 1]",100,2
11,106.2253803902716,"['x', 1]",100,2
12,106.2253803902716,"['x', 1]",100,2
13,103.59555470696354,"['x', 1]",100,2
14,103.59555470696354,"['x', 1]",100,2
15,103.59555470696354,"['x', 1]",100,2
