terminals,population_size,max_depth,experssion,eval,num_of_gen,num_of_runs
"['x', 1, 2]",250,3,((((x - 2) * 1) * x) + (2 * (((2 * 2) - (x - 1)) - (x - 2)))),0.0009513474621399113,11,2
"['x', 1, 2]",250,3,(((((((2 - x) / (2 - 1)) + (2 + 1)) * (2 - x)) + x) + 2) + 2),0.0009325037424018939,24,3
"['x', 1, 2]",250,3,((((2 - x) + (1 / 2)) * (2 - (x - (2 * 1)))) + (1 + (1 + 2))),3.0845939863912584,38,4
"['x', 1, 2, 3]",250,3,((3 + 2) + ((3 - x) * (3 - x))),0.0009094177126551453,22,1
"['x', 1, 2, 3]",250,3,(((((2 + ((x * 2) / (1 - 2))) + 3) - x) + (((2 * 3) + 3) - 2)) + (2 + (((x * x) - (1 * x)) - (2 * x)))),0.0009094177126551437,9,2
"['x', 1, 2, 3]",250,3,((x + 3) + ((((x + 2) - (x + 1)) - ((2 - 3) * (3 - x))) * (3 - x))),1.4799170339051149,40,3
"['x', 1, 2, 3]",250,3,(((((3 - x) - (x - 3)) - (1 + x)) + (3 - (3 * x))) + (3 + (3 + (x / (3 / (3 * x)))))),0.0009325037424018903,9,4
"['x', 1, 2, 3, 4]",250,3,((x * (x - 4)) + (((3 / 3) + 4) + (((4 + 4) - x) - x))),1.4788122627797784,41,1
"['x', 1, 2, 3, 4]",250,3,((1 * ((x * x) - (3 + 4))) + ((((2 / 1) - x) * (3 * 2)) + (2 * (4 + 1)))),1.4799170339051149,32,2
"['x', 1, 2, 3, 4]",250,3,((((2 + 4) * ((3 - x) * 1)) - 4) + (x * x)),0.0008798868003556785,9,3
"['x', 1, 2, 3, 4]",250,3,((x * ((x / x) * (x - 4))) + (((3 * 3) - (2 * x)) + 4)),1.5672447510231056,31,4
"['x', 1]",300,3,((((x * 1) * (x + x)) + ((1 - (x - 1)) + (1 * 1))) - (((x + 1) + (x + x)) + (x + x))),102.05659376133636,30,1
"['x', 1]",300,3,((((1 * (1 - x)) + (1 + 1)) - ((x / 1) - (1 + 1))) + ((((1 * (1 - x)) + (1 + 1)) - ((x / 1) - (1 + 1))) + (((1 / x) + (x - 1)) * (x - 1)))),52.87086831782135,38,2
"['x', 1]",300,3,(((x - 1) - 1) * (x - ((((1 * 1) + (1 - x)) + (x + 1)) + (((1 + 1) + (x + 1)) - (x * 1))))),55.19743472265871,44,3
"['x', 1]",300,3,((((x - 1) * ((x * 1) - (1 + 1))) + (1 * 1)) + (((x - 1) * ((x * 1) - (1 + 1))) + (1 * 1))),82.41673355884387,37,4
"['x', 1, 2]",300,3,((2 + 2) + ((((2 - (x + 2)) + (2 + 2)) * (2 - x)) + 2)),0.000879886800355678,17,1
"['x', 1, 2]",300,3,((((2 / 1) - ((x - 2) + x)) + ((((2 + 1) * ((2 * (2 - x)) + x)) - (1 - ((1 - 1) - (2 - 1)))) - x)) + (x * x)),0.0008798868003556776,7,2
"['x', 1, 2]",300,3,((2 + x) + (((1 + 2) - x) * (2 + (2 - x)))),0.0009672018468199098,11,3
"['x', 1, 2]",300,3,((((((x - ((x / x) + (2 * 2))) * (x - 2)) + (((1 * 1) - x) / ((2 + 1) * 2))) + (2 + (2 / (1 * 2)))) + (x - 2)) + (2 + (2 / (1 * 2)))),0.4214588943252877,12,4
"['x', 1, 2, 3]",300,3,(((x * (x / 1)) + 2) + (3 * ((2 - x) * (2 / 1)))),0.000951347462139909,12,1
"['x', 1, 2, 3]",300,3,((((x - 3) * x) + 3) + (2 - ((x - 3) * 3))),0.0009094177126551448,12,2
"['x', 1, 2, 3]",300,3,((((((3 * 2) + x) - x) - 1) + (((x + 3) * 1) - (3 * x))) + (((x * x) - x) + (3 * ((1 - x) + (2 - 1))))),0.0009513474621399079,15,3
"['x', 1, 2, 3]",300,3,(((3 + (2 / ((1 + 2) / (1 - x)))) * (3 / 1)) + (((3 / 1) - x) * (1 - x))),0.0009094177126551454,9,4
"['x', 1, 2, 3, 4]",300,3,((((3 * 3) - (x + 4)) * 3) + (x + (((x - 4) * x) + (2 - 1)))),5.915923704094055,27,1
"['x', 1, 2, 3, 4]",300,3,(((3 + 3) + (((x * x) + (((1 - (3 * (x * 2))) + 3) - 1)) + (2 / 3))) + 4),0.17483710498734129,13,2
"['x', 1, 2, 3, 4]",300,3,(x - (((x - 3) * (4 - x)) - 2)),0.0009325037424018921,14,3
"['x', 1, 2, 3, 4]",300,3,((((((1 - x) + 1) / 1) * (2 - x)) + ((x - ((x + x) + (x - 3))) + 2)) + (2 + (2 + 1))),0.0009325037424018912,15,4
"['x', 1]",50,4,((((((((((((((1 * x) * 1) / (x / x)) * (x * 1)) - (1 * x)) - x) + ((x * (x + (1 - 1))) - (x + 1))) + 1) - (((x + x) - (x + 1)) / 1)) - (((x + x) - (x + 1)) / 1)) - (((x + x) - (x + 1)) / 1)) + 1) + 1) + 1),90.59530939065725,48,1
"['x', 1]",50,4,((((((x - (1 / (x / x))) * (x + ((x - 1) - (1 - 1)))) - ((x / 1) + (x - 1))) + (1 / (x / x))) - ((x / 1) + (x - 1))) + x),86.38259496724956,39,2
"['x', 1]",50,4,((((((x - 1) + x) * (x - 1)) - (x / 1)) - (x - 1)) - (x - 1)),101.91131301152191,33,3
"['x', 1]",50,4,((((((x * (x / x)) + (1 + 1)) - (1 + x)) + ((x - x) - (x - 1))) - x) + ((((1 - x) / 1) * 1) * (((((x * (x / x)) + (1 + 1)) - (1 + x)) + ((x - x) - (x - 1))) - x))),86.32272461392175,34,4
"['x', 1, 2]",50,4,((((1 - (2 * x)) + ((((2 + (1 - (2 * x))) + (1 / 2)) * 2) + (x * x))) + (2 * (2 / 1))) + 2),0.000967201846819909,16,1
"['x', 1, 2]",50,4,((x + ((2 * (2 / 1)) * (((2 + 2) - x) - (1 * 1)))) + (((x / x) * (x - 1)) * (x - 2))),0.006971345613798663,12,2
"['x', 1, 2]",50,4,((((((((1 / 1) + (1 / 1)) * (1 * 2)) - x) * (2 * 2)) + (x * x)) - x) - x),6.50298689551028,37,3
"['x', 1, 2]",50,4,((((x + x) / 1) - (2 * 2)) * (x - 1)),93.33348898205998,29,4
"['x', 1, 2, 3]",50,4,(3 + ((x + ((2 - x) * (2 - x))) + ((2 - x) * 3))),1.5989151020429206,32,1
"['x', 1, 2, 3]",50,4,(3 - ((x * (((2 / 3) + (2 - x)) * 1)) - (((3 - x) * 3) + 1))),2.851213878660203,32,2
"['x', 1, 2, 3]",50,4,((((x + (3 * (3 - 3))) * x) - (3 * x)) - ((1 - ((3 * 2) - (3 * (x - 3)))) - 1)),1.4799170339051149,37,3
"['x', 1, 2, 3]",50,4,((3 - x) * (3 - x)),39.96199017133222,32,4
"['x', 1, 2, 3, 4]",50,4,((((2 + ((x - (2 / 3)) * x)) - (x * 4)) + x) + (((2 - x) * 3) + ((1 * 3) * 2))),5.482453008180228,35,1
"['x', 1, 2, 3, 4]",50,4,((((4 * 2) - x) + (((4 * 2) - x) + (2 * (((4 * (2 * 1)) / 4) - (x * 2))))) + 1),84.88384624611227,41,2
"['x', 1, 2, 3, 4]",50,4,(((2 + (3 + (3 - x))) + (3 + (3 - 1))) + (((x * (x - 4)) - x) + (1 / 1))),0.0009325037424018945,13,3
"['x', 1, 2, 3, 4]",50,4,(2 + (((x * (((x + 3) - 4) * 2)) + 2) + 2)),278.9693004808874,31,4
"['x', 1]",100,4,(((((((1 * x) / (x / x)) * (x - 1)) / 1) + 1) - (x + x)) + ((((((1 * x) / (x / x)) * (x - 1)) / 1) + 1) - (x + x))),110.34519603003888,37,1
"['x', 1]",100,4,(((((x - 1) * 1) + ((x - 1) * 1)) * ((x - 1) - 1)) + (1 / 1)),91.11690795199785,40,2
"['x', 1]",100,4,((((((((x * 1) + (x - x)) * (x + x)) - (1 + (x - 1))) + (1 + (((1 / 1) - x) - (x + x)))) + 1) - (x - 1)) - (x - 1)),92.40210972449069,38,3
"['x', 1]",100,4,((1 + ((((x - ((1 * 1) * x)) + (x - 1)) + x) * (x - 1))) - (((x + (((1 * x) - 1) / (x / x))) - 1) + (x - 1))),92.43093081158342,30,4
"['x', 1, 2]",100,4,((((2 / (1 / 2)) * (1 - x)) + (2 * 2)) + (2 + ((((x - 2) * (x * x)) / x) - ((x - x) - 2)))),5.913714161843382,39,1
"['x', 1, 2]",100,4,((((((1 - 1) / x) * (2 - 1)) - (x + 2)) - (x * (1 - x))) + ((2 * 2) + ((2 - ((1 - x) / (1 - 2))) * (2 * 2)))),0.0009513474621399093,13,2
"['x', 1, 2]",100,4,(((2 * ((2 + 2) - (x / 1))) + (x / 1)) + ((x - (1 + 2)) / (1 / (x - 2)))),0.0009513474621399133,11,3
"['x', 1, 2]",100,4,((x * ((2 * x) - ((2 + 2) + x))) + (((1 + 1) + (((2 + ((1 - x) * 1)) + 1) - (1 * x))) + (2 + ((2 + 2) + 2)))),0.0009513474621399095,19,4
"['x', 1, 2, 3]",100,4,((((2 * 3) / 1) + (((x * (x - 2)) + ((1 + 1) - (x - 3))) * 2)) - (2 + (x * x))),0.0009672018468199137,14,1
"['x', 1, 2, 3]",100,4,((1 * (((2 + 3) + x) - ((3 - x) * x))) - ((x - 2) * ((1 + 1) + 2))),1.5989151020429206,34,2
"['x', 1, 2, 3]",100,4,(((((x * 2) + (3 + 2)) - (3 - 3)) + (2 * (3 + 2))) - ((((3 * 2) + (2 - x)) - (3 - 3)) * x)),1.4799170339051149,37,3
"['x', 1, 2, 3]",100,4,(((2 * (((3 - 3) + 3) * (2 - x))) + 2) + (x * x)),0.0009513474621399093,9,4
"['x', 1, 2, 3, 4]",100,4,(((((2 - 3) - 1) + 3) + (3 - x)) * (3 - x)),18.22598554492304,34,1
"['x', 1, 2, 3, 4]",100,4,(((((2 + x) - (x + 3)) + (3 - (((x / 1) - 4) * 1))) + ((2 + 4) - (x + 3))) + (((3 + ((x + 4) - (4 * x))) + 2) / (3 - (2 + (1 / (3 / 1)))))),85.26809679187086,36,2
"['x', 1, 2, 3, 4]",100,4,((4 * (2 - ((3 - 4) + x))) + ((x * ((3 - 4) + x)) + ((1 + 1) - (x + (x - x))))),0.0009325037424018921,14,3
"['x', 1, 2, 3, 4]",100,4,((3 + 4) + ((x * x) - (x + ((4 - 3) - ((3 * 3) - (x + (4 * x))))))),1.4799170339051149,37,4
"['x', 1]",150,4,(((1 - x) - (x - 1)) + (((1 - x) - (x - 1)) + (((1 - x) - (x - 1)) + ((1 - ((x - ((x + 1) * (x * 1))) + (x * 1))) + 1)))),71.99478173718362,46,1
"['x', 1]",150,4,(((1 + (((x - 1) * (x + x)) + (1 - x))) - (x + x)) + ((1 - x) + (1 + ((x + 1) - x)))),82.89124432484071,39,2
"['x', 1]",150,4,((1 + ((1 / 1) + ((1 / 1) + ((((((x + (1 - 1)) + x) * (x - 1)) + ((1 - x) + (1 * 1))) - x) * 1)))) - (((x - 1) + (1 - 1)) + x)),89.11026995446753,40,3
"['x', 1]",150,4,((1 + ((((((1 + ((1 - x) * (1 - x))) * 1) + (1 + 1)) + ((x - (1 * (x - x))) * (x * 1))) - (x + x)) + (1 - x))) - x),87.34522719183266,50,4
"['x', 1, 2]",150,4,((((2 * ((1 * 2) + (1 - x))) * (2 * 1)) + ((1 - x) + (((((x + (1 / 1)) / (1 / x)) - x) - 1) - x))) + 2),0.0008798868003556799,7,1
"['x', 1, 2]",150,4,((((((x - 2) * x) - (1 / 2)) + 1) + ((2 * ((2 - x) - (1 - 2))) * 2)) + 1),0.3826504357232033,16,2
"['x', 1, 2]",150,4,(((((2 / 1) + (((1 - x) / 1) + (1 + 1))) - (2 * x)) * 2) + (2 + (x * x))),5.913714161843382,34,3
"['x', 1, 2]",150,4,((((x - ((2 * (1 * x)) / 1)) + (2 - x)) + 2) + ((x * x) + (((((1 - ((2 * (1 * x)) / 1)) + (2 - x)) + 2) - x) + (((2 + 2) * (1 + 2)) / 2)))),1.4799170339051149,40,4
"['x', 1, 2, 3]",150,4,((3 + (((((((x * 2) - (1 - x)) + (3 - x)) - (x + x)) - 3) * 1) * (x / 1))) + ((1 + ((3 + 3) + (3 + (((((((x * 2) - (1 - x)) + (x - x)) - (x + x)) - 3) * 1) * (x / 1))))) + (((2 + (1 - 1)) - (x + x)) / 2))),0.0009808442053659912,12,1
"['x', 1, 2, 3]",150,4,((2 + (1 * (((3 - (2 * x)) + (x / x)) * 3))) + (x * x)),0.013940261400812682,15,2
"['x', 1, 2, 3]",150,4,(((((1 * 3) * ((1 / 1) + ((3 * 1) - 1))) / 1) + ((1 - x) * ((2 + (((2 * 3) / 2) - x)) - 1))) + ((1 - x) * ((2 + (((2 * x) / 2) - x)) - 1))),0.000967201846819912,30,3
"['x', 1, 2, 3]",150,4,((3 + (3 - x)) + ((2 + (((3 * (2 / 1)) - x) - (x + x))) + (x * (((x - 1) / 1) + (1 - 2))))),0.0009672018468199132,17,4
"['x', 1, 2, 3, 4]",150,4,(((1 - (x / 4)) + ((2 * 3) - (1 * x))) * (3 - (x / 3))),34.80278442472233,42,1
"['x', 1, 2, 3, 4]",150,4,((((3 - (x * 1)) + 2) * (1 - x)) + (3 * 3)),0.0009808442053659888,8,2
"['x', 1, 2, 3, 4]",150,4,((3 + 2) + ((x - 3) * (x - 3))),0.0009094177126551453,11,3
"['x', 1, 2, 3, 4]",150,4,((4 - x) * (4 - x)),55.27944932397401,27,4
"['x', 1]",200,4,(((((((((x * x) - x) * (x - 1)) / (x + x)) - x) + (1 + ((x * x) - ((x + x) - 1)))) + 1) - ((x - 1) + ((((x * 1) - 1) + (x - x)) - (1 + 1)))) + ((x + 1) + (1 - x))),21.427376199526307,51,1
"['x', 1]",200,4,(((1 - ((x - 1) - (1 - x))) + (((1 / (1 * 1)) + ((x - (x / x)) * (x + x))) - x)) - (((x / 1) - (1 + 1)) / (1 / 1))),85.1828181617164,35,2
"['x', 1]",200,4,(((1 * 1) + ((((x / (x / x)) - (1 + 1)) * (x - 1)) + (1 - 1))) + ((1 * 1) + ((((x / (x / x)) - (1 + 1)) * (x - 1)) + (1 - 1)))),85.1828181617164,36,3
"['x', 1]",200,4,(1 + (1 + (1 + ((1 - x) + ((1 + (((((((1 / x) * (1 + 1)) + (x / 1)) * x) + 1) - (x + x)) - (x + x))) - (x + x)))))),65.53349290012486,55,4
"['x', 1, 2]",200,4,((((x * x) + ((1 - ((x * x) / x)) * (1 + 2))) + ((((2 - x) + (2 - x)) + (2 + 1)) + 2)) - (x - 2)),0.0009513474621399129,15,1
"['x', 1, 2]",200,4,((((((1 * 2) + (2 - x)) - (x * 1)) + (x + 1)) + 1) + (((2 / 1) - (2 / 2)) + (((((((1 * 2) + (2 - x)) - (x * 1)) + (x + 1)) + 1) + (1 - (x * ((2 - x) + (2 / 1))))) * 1))),0.0009672018468199117,11,2
"['x', 1, 2]",200,4,((((((((x + (2 * (1 + 2))) - (2 + x)) - x) * (2 * 2)) - x) + (x * (x + (1 / x)))) - x) - 2),1.4785674730147782,43,3
"['x', 1, 2]",200,4,((((((1 * ((x - 2) + ((2 - 2) - (2 / 2)))) * (x - 1)) - (2 / 1)) + 2) + ((((((2 * 1) - x) + (1 + 2)) + 2) + (2 - x)) + 1)) + 2),1.5295862642209583,33,4
"['x', 1, 2, 3]",200,4,(((x - 3) * (x - 3)) + (3 + 2)),0.0009808442053659905,8,1
"['x', 1, 2, 3]",200,4,((((1 * 3) * (3 - (2 * x))) + ((3 * 2) - 1)) + ((x / 1) * (2 - (2 + (x - (x + x)))))),0.000951347462139911,14,2
"['x', 1, 2, 3]",200,4,((3 - x) * ((1 + 3) - x)),18.837689210077325,36,3
"['x', 1, 2, 3]",200,4,(((2 + (1 - x)) * (2 + (1 - x))) + (2 + 3)),0.0009808442053659905,14,4
"['x', 1, 2, 3, 4]",200,4,((((4 * 3) - (x * 3)) + ((3 - ((x + 1) * 3)) + ((((x * (x / 2)) + (3 / 2)) - 3) * 1))) + (((((x * (x / 2)) + (3 / 2)) - 3) * 1) + 4)),1.4788122627797784,35,1
"['x', 1, 2, 3, 4]",200,4,((3 - x) * (4 - x)),18.22598554492304,40,2
"['x', 1, 2, 3, 4]",200,4,(((2 + 4) - ((3 * x) - (x * x))) - ((3 * x) - (4 + 4))),0.0009672018468199092,7,3
"['x', 1, 2, 3, 4]",200,4,(((4 - x) * 3) + (x * (x - 3))),5.913714161843382,34,4
"['x', 1]",250,4,(((((x * ((x + x) * 1)) - x) + (((1 + 1) - (x - 1)) - x)) - x) + (((1 + 1) - (x - 1)) - x)),82.41673355884386,37,1
"['x', 1]",250,4,(((((1 - (x - (x * x))) - x) * (1 + 1)) + (1 - (x + x))) - (((1 - 1) - 1) - (1 + 1))),82.41673355884387,41,2
"['x', 1]",250,4,((((1 - x) / (1 - x)) - (x - (x / x))) * ((1 - x) - x)),114.25629168999488,35,3
"['x', 1]",250,4,(((((((x + x) * (x - 1)) + 1) + (1 + 1)) - x) - ((x - 1) + ((x - 1) - 1))) - x),82.41673355884386,48,4
"['x', 1, 2]",250,4,((1 * ((2 + ((((x / x) - x) * 2) + (2 * (2 + 1)))) + (1 - x))) + (((1 - x) * (2 - x)) + 1)),0.006971345613798663,7,1
"['x', 1, 2]",250,4,((((2 - (x - (((x / (1 + 2)) * (x - 1)) + ((2 - x) - (x / 2))))) + (((1 / x) * (1 * 2)) * x)) + (2 * 2)) * 2),25.803808556464688,33,2
"['x', 1, 2]",250,4,(((((2 + (x * ((((1 - 2) / 2) * 2) + (2 / x)))) * (2 - x)) + 2) + 2) + 2),0.024936971116638063,22,3
"['x', 1, 2]",250,4,((((2 - x) + (2 + 1)) + (1 + 2)) + ((1 - (x - 2)) * (2 - x))),0.0009927882380643582,13,4
"['x', 1, 2, 3]",250,4,((((3 - x) + 2) * 3) + ((x - 3) * x)),1.4799170339051149,30,1
"['x', 1, 2, 3]",250,4,(((x - ((3 / 1) + 3)) * x) + ((((1 + 2) * (2 + 3)) - 1) * 1)),0.0009672018468199087,15,2
"['x', 1, 2, 3]",250,4,(2 + ((((3 + (x - 3)) - (3 + 3)) * x) + (3 + (3 * 3)))),0.0009513474621399088,16,3
"['x', 1, 2, 3]",250,4,((((3 - (x - 3)) + 1) + ((3 - ((x * x) - 2)) + (3 / 2))) + ((x * (2 * (x - 2))) - x)),0.4127041483105555,12,4
"['x', 1, 2, 3, 4]",250,4,(x - ((x - 4) * (3 - x))),5.913714161843382,37,1
"['x', 1, 2, 3, 4]",250,4,(((((2 + 2) * (3 - x)) + 2) - x) - (x - (x * x))),0.0009325037424018925,12,2
"['x', 1, 2, 3, 4]",250,4,(4 + (((2 - x) * ((3 + 1) + (2 - x))) + ((x + x) - 2))),0.0009325037424018918,7,3
"['x', 1, 2, 3, 4]",250,4,((((4 + 2) * (x - x)) + 1) + ((((4 + 2) * (x - x)) + 1) + ((((4 + 2) * (x - x)) + 1) + ((3 - (x * (4 - x))) + ((2 * (4 - x)) * 1))))),0.0009325037424018906,24,4
"['x', 1]",300,4,(((((((x - 1) * ((1 - (1 + 1)) + x)) + (1 + (1 - x))) + (((1 + (((x * 1) - (x - 1)) - (1 * x))) - x) + 1)) + (1 + 1)) + (1 + 1)) + ((1 + ((1 / 1) - (x - 1))) + (1 * 1))),0.000992788238064358,26,1
"['x', 1]",300,4,(((((x - (1 / 1)) * (x - 1)) + (((x * (x * 1)) / (x / x)) + (1 - x))) + (1 + 1)) - ((x - 1) + (x + x))),89.62331846571546,42,2
"['x', 1]",300,4,((((((((x - (1 + 1)) * (x - 1)) + 1) - x) + (((1 - x) + (1 + 1)) + (x * 1))) + (((x - 1) / (x - 1)) + ((x + (1 + 1)) - (x + x)))) + (((x - 1) / (x - 1)) + ((1 + (1 + 1)) - (x + 1)))) + (((x - 1) / (x - 1)) + ((x + (1 + 1)) - (1 + x)))),0.01303263209499901,35,3
"['x', 1]",300,4,((((((1 + 1) - x) + (1 - x)) + (x * x)) - (1 * x)) + (((x * 1) / x) + ((((1 - (x + x)) - ((((x + x) - (1 - 1)) / x) * (x * 1))) + (x + 1)) + (x * x)))),82.43986770560467,38,4
"['x', 1, 2]",300,4,((2 + 2) + (x + ((((((x - 1) * 1) - (x * 1)) * 2) + ((x - 2) - 1)) * (x - 2)))),0.0009808442053659953,12,1
"['x', 1, 2]",300,4,((((2 - x) * 2) + (2 + (2 / (2 - 1)))) + (((1 * (2 - 1)) * (((2 - x) + (1 - x)) * 2)) + (x * x))),0.0009325037424018912,10,2
"['x', 1, 2]",300,4,(((((x - (1 * 2)) * (x - 2)) + 1) + (2 + (2 + 1))) + ((2 * (1 - x)) + (2 / 1))),0.0009672018468199098,9,3
"['x', 1, 2]",300,4,(2 + ((2 - (((x - 2) - (2 - ((x - 2) - (2 / 2)))) / 1)) + ((2 - x) * (2 - x)))),1.4799170339051142,41,4
"['x', 1, 2, 3]",300,4,((2 + (x * x)) + ((3 * 3) + ((3 + 1) + (2 * (3 / ((2 - ((2 - 1) + (3 - 1))) / x)))))),1.4799170339051149,31,1
"['x', 1, 2, 3]",300,4,((((1 - 2) - (3 * x)) + ((3 / (3 - 2)) * (2 + 3))) + (1 + ((x * (1 * x)) - (x * 3)))),1.4799170339051149,44,2
"['x', 1, 2, 3]",300,4,((2 + (3 + (2 - (3 * x)))) + ((3 + (((1 * x) * (x - 2)) + (x - 2))) + (x + (3 + (2 - (3 * x)))))),1.4788122627797784,33,3
"['x', 1, 2, 3]",300,4,(((x - x) + (((1 * (3 - 3)) + 2) / 2)) + ((x * x) + (1 + (((3 - 1) - x) * (3 + 3))))),0.0009672018468199089,16,4
"['x', 1, 2, 3, 4]",300,4,((3 - (((2 / (2 + (x / 4))) / (2 / 1)) - (4 + (1 - (x + ((4 - x) * x)))))) + (3 - (x - 4))),0.37984563384936254,10,1
"['x', 1, 2, 3, 4]",300,4,((((x * (x - 2)) - (3 + 1)) + ((((4 + 1) / 2) + (3 - x)) * 4)) - 4),0.0009927882380643572,18,2
"['x', 1, 2, 3, 4]",300,4,((3 - x) * (((2 + 2) + (1 - x)) - 1)),18.22598554492304,39,3
"['x', 1, 2, 3, 4]",300,4,((((x - 2) * x) + 2) + ((1 * (3 - x)) * 4)),0.000932503742401893,16,4
"['x', 1]",50,5,(((((((1 - ((x / 1) + x)) + (x * x)) + (1 + 1)) - (x * x)) + (1 + 1)) + (((((1 - ((x / 1) + x)) + ((1 - (x + x)) + (x * x))) + (1 + 1)) + (((((1 - ((x / x) + 1)) + ((1 - (x + x)) + (1 * x))) + (1 + 1)) + (((1 - ((x / 1) + x)) + (x * x)) + (1 + 1))) - (((1 - ((1 + x) + x)) + ((x * x) * 1)) + (1 + 1)))) + (1 + 1))) + (x / 1)),0.0025155161366250123,31,1
"['x', 1]",50,5,((((x - 1) * (x / 1)) - (x + x)) - (1 * ((x + ((x - 1) + x)) / 1))),249.85762357509904,36,2
"['x', 1]",50,5,(1 * (((((1 * (((1 * ((((1 - x) * (1 + 1)) + (((x * 1) + (1 + 1)) - (x - 1))) - (x + x))) + (((x * x) + (1 + 1)) - (x - 1))) - 1)) + (1 + 1)) + (1 + 1)) + (1 + 1)) - x)),1.4788122627797784,57,3
"['x', 1]",50,5,((((x - (((x + (x / 1)) * (1 * 1)) * (1 - x))) - (((((1 + x) * (1 / 1)) / (1 * 1)) / (1 * 1)) / (1 * 1))) - (((x - (((x + (x / 1)) * (1 * 1)) * (1 - x))) - (x + (x / 1))) / x)) - (((x - (((x + (x / 1)) * (1 * 1)) * (1 - x))) - (x + (x / 1))) / x)),92.62052449009119,41,4
"['x', 1, 2]",50,5,((2 - (x * 2)) + ((1 + ((x - 1) * (x + x))) + (2 - (x * 2)))),82.89124432484073,37,1
"['x', 1, 2]",50,5,((((((((1 + (((1 + 2) * (2 + 2)) + 2)) + ((((1 * (x * x)) + (2 / 2)) + (2 - x)) - x)) - x) - 2) - 2) - x) - x) - x),0.0009927882380643548,36,2
"['x', 1, 2]",50,5,((((2 * ((1 + (1 + 1)) - x)) * ((2 * 1) * 1)) - ((2 - x) * x)) + 2),0.0009927882380643567,17,3
"['x', 1, 2]",50,5,((2 * (((2 / 1) + (((x * 1) * x) - (x - 2))) - x)) - ((2 + x) + x)),87.34522719183266,46,4
"['x', 1, 2, 3]",50,5,(((1 / 3) + (3 - x)) * ((1 / 3) + (3 - x))),18.39803108440747,33,1
"['x', 1, 2, 3]",50,5,(2 + ((1 * (1 + (x - x))) * (3 + ((3 - x) * (1 * (3 - x)))))),0.0009325037424018928,24,2
"['x', 1, 2, 3]",50,5,((((3 + (1 - x)) * (2 - x)) + ((3 * (x / x)) + (2 - 2))) + ((((x * (x / x)) + (1 - x)) * (x - x)) + ((3 * (x / x)) + (x - x)))),0.04991117264432835,17,3
"['x', 1, 2, 3]",50,5,(((x - 2) * x) + (x + (((3 / (1 + (3 / ((1 - 1) * 3)))) - x) * (2 + 3)))),1.6267757258713962,35,4
"['x', 1, 2, 3, 4]",50,5,((((3 + 1) + (1 + 2)) + 2) + (2 + ((2 + ((4 - ((3 * ((((1 - 1) / 4) / 1) + x)) + 3)) + 3)) + (2 + ((4 - ((3 * ((((1 - 1) / 4) / 1) + x)) + 3)) + 3))))),82.87810779727246,32,1
"['x', 1, 2, 3, 4]",50,5,(((((1 + ((3 * 4) + ((x * 1) * x))) - (x * 4)) - (x - 1)) - (x - 1)) - 1),0.0009094177126551441,13,2
"['x', 1, 2, 3, 4]",50,5,(((1 + 4) + (((3 - x) / 2) + (1 + 1))) + (((1 + 4) + (((3 - x) / 2) + (1 + 1))) + (((3 * 4) / 2) + (1 + 1)))),401.66506717705136,33,3
"['x', 1, 2, 3, 4]",50,5,(((2 * (1 + (3 - x))) + (x * ((x - 3) - 2))) + ((1 * 2) * 3)),13.070618020789567,32,4
"['x', 1]",100,5,(((((((((1 - ((((x - x) / 1) - (1 * (((x / 1) - ((((1 + (1 / 1)) + x) + (1 + 1)) - 1)) * (x - 1)))) / 1)) + 1) + ((((((1 + x) - (x / x)) - (x + x)) + (x * x)) - ((((1 - x) / 1) - (1 * (((x / 1) - ((((1 + (1 / 1)) + x) + (1 + 1)) - 1)) * (x - 1)))) / 1)) + 1)) + 1) + 1) + 1) + 1) + 1) + 1),0.0024852524753152306,47,1
"['x', 1]",100,5,(((((x - 1) * ((1 * x) + (x * 1))) - (x - 1)) - (x + x)) - (x - 1)),102.05659376133636,31,2
"['x', 1]",100,5,(((x - 1) + ((x * 1) - (1 + (1 + 1)))) * (x - 1)),86.32272461392175,38,3
"['x', 1]",100,5,(((((((((((((x * x) - x) + (x * 1)) - ((((x - 1) + (((x / x) - x) - (1 - x))) + (x - 1)) + x)) + (((1 - x) + 1) * 1)) + (((1 - x) + 1) * 1)) + (((1 - x) + 1) * 1)) + (((1 - x) + x) * 1)) + (((1 - x) + x) * 1)) + (((1 - x) + x) * 1)) + (((1 - x) + x) * 1)) + (((1 - x) + x) * 1)) + (((1 - x) + x) * 1)),0.0024852524753152336,68,4
"['x', 1, 2]",100,5,(((1 * 2) + (((1 * 2) + (((1 * x) * (x - 2)) + ((2 - (1 * (x - (1 - x)))) * 2))) + 2)) + 2),0.0010033902294136784,20,1
"['x', 1, 2]",100,5,(((((((x - 2) - (2 / 2)) * 1) * (((x - 2) - (2 / 2)) * 1)) - ((x - 1) - x)) - (((1 - 2) - (2 / 2)) * 1)) - (((1 - 2) - (2 / 2)) * 1)),0.0009672018468199106,28,2
"['x', 1, 2]",100,5,(1 + (1 + (((x - 2) + x) * (x - 2)))),82.41673355884389,32,3
"['x', 1, 2]",100,5,(((((((1 + (x * ((2 * 1) * (x - 1)))) * (1 * 1)) - x) - 1) - (x - 2)) - (x - 2)) - (x - 2)),85.1828181617164,55,4
