Generation,Best_Fitness,Terminals,Population_Size,Max_Depth
13,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
14,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
15,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
16,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
17,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
18,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
19,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
20,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
21,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
22,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
23,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
24,189.30524046438973,"['x', 'x1', 'x2', 'x3']",100,2
1,200.9786663289644,"['x', 'x1', 'x2', 'x3']",100,2
2,200.9786663289644,"['x', 'x1', 'x2', 'x3']",100,2
3,190.2051306300805,"['x', 'x1', 'x2', 'x3']",100,2
4,190.2051306300805,"['x', 'x1', 'x2', 'x3']",100,2
5,168.42657069255722,"['x', 'x1', 'x2', 'x3']",100,2
6,168.42657069255722,"['x', 'x1', 'x2', 'x3']",100,2
7,168.42657069255722,"['x', 'x1', 'x2', 'x3']",100,2
8,168.42657069255722,"['x', 'x1', 'x2', 'x3']",100,2
9,168.42657069255722,"['x', 'x1', 'x2', 'x3']",100,2
10,168.42657069255722,"['x', 'x1', 'x2', 'x3']",100,2
11,168.42657069255722,"['x', 'x1', 'x2', 'x3']",100,2
12,168.42657069255722,"['x', 'x1', 'x2', 'x3']",100,2
13,168.42657069255722,"['x', 'x1', 'x2', 'x3']",100,2
14,168.42657069255722,"['x', 'x1', 'x2', 'x3']",100,2
15,168.42657069255722,"['x', 'x1', 'x2', 'x3']",100,2
16,157.01744103952535,"['x', 'x1', 'x2', 'x3']",100,2
17,64.44533735109182,"['x', 'x1', 'x2', 'x3']",100,2
18,64.44533735109182,"['x', 'x1', 'x2', 'x3']",100,2
19,64.44533735109182,"['x', 'x1', 'x2', 'x3']",100,2
20,64.44533735109182,"['x', 'x1', 'x2', 'x3']",100,2
21,64.44533735109182,"['x', 'x1', 'x2', 'x3']",100,2
22,64.44533735109182,"['x', 'x1', 'x2', 'x3']",100,2
23,64.44533735109182,"['x', 'x1', 'x2', 'x3']",100,2
24,64.44533735109182,"['x', 'x1', 'x2', 'x3']",100,2
25,64.44533735109182,"['x', 'x1', 'x2', 'x3']",100,2
26,64.44533735109182,"['x', 'x1', 'x2', 'x3']",100,2
27,25.19009364264697,"['x', 'x1', 'x2', 'x3']",100,2
28,25.19009364264697,"['x', 'x1', 'x2', 'x3']",100,2
29,25.19009364264697,"['x', 'x1', 'x2', 'x3']",100,2
30,25.19009364264697,"['x', 'x1', 'x2', 'x3']",100,2
31,25.19009364264697,"['x', 'x1', 'x2', 'x3']",100,2
32,25.19009364264697,"['x', 'x1', 'x2', 'x3']",100,2
33,25.19009364264697,"['x', 'x1', 'x2', 'x3']",100,2
34,25.19009364264697,"['x', 'x1', 'x2', 'x3']",100,2
35,25.19009364264697,"['x', 'x1', 'x2', 'x3']",100,2
36,17.437722806974254,"['x', 'x1', 'x2', 'x3']",100,2
37,17.437722806974254,"['x', 'x1', 'x2', 'x3']",100,2
38,17.437722806974254,"['x', 'x1', 'x2', 'x3']",100,2
39,17.437722806974254,"['x', 'x1', 'x2', 'x3']",100,2
40,17.437722806974254,"['x', 'x1', 'x2', 'x3']",100,2
41,17.437722806974254,"['x', 'x1', 'x2', 'x3']",100,2
42,17.437722806974254,"['x', 'x1', 'x2', 'x3']",100,2
43,8.470713481021976,"['x', 'x1', 'x2', 'x3']",100,2
44,8.470713481021976,"['x', 'x1', 'x2', 'x3']",100,2
45,8.470713481021976,"['x', 'x1', 'x2', 'x3']",100,2
46,8.470713481021976,"['x', 'x1', 'x2', 'x3']",100,2
47,8.470713481021976,"['x', 'x1', 'x2', 'x3']",100,2
48,8.470713481021976,"['x', 'x1', 'x2', 'x3']",100,2
49,8.470713481021976,"['x', 'x1', 'x2', 'x3']",100,2
50,8.470713481021976,"['x', 'x1', 'x2', 'x3']",100,2
1,190.32381546265304,"['x', 'x1', 'x2', 'x3']",150,2
2,190.32381546265304,"['x', 'x1', 'x2', 'x3']",150,2
3,190.11727036327525,"['x', 'x1', 'x2', 'x3']",150,2
4,190.11727036327525,"['x', 'x1', 'x2', 'x3']",150,2
5,190.11727036327525,"['x', 'x1', 'x2', 'x3']",150,2
6,190.11727036327525,"['x', 'x1', 'x2', 'x3']",150,2
7,190.11727036327525,"['x', 'x1', 'x2', 'x3']",150,2
8,190.11727036327525,"['x', 'x1', 'x2', 'x3']",150,2
9,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
10,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
11,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
12,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
13,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
14,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
15,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
16,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
17,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
18,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
19,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
20,189.20613553518464,"['x', 'x1', 'x2', 'x3']",150,2
21,186.3716876275348,"['x', 'x1', 'x2', 'x3']",150,2
22,186.3716876275348,"['x', 'x1', 'x2', 'x3']",150,2
23,186.3716876275348,"['x', 'x1', 'x2', 'x3']",150,2
24,161.620498543875,"['x', 'x1', 'x2', 'x3']",150,2
25,161.620498543875,"['x', 'x1', 'x2', 'x3']",150,2
26,161.620498543875,"['x', 'x1', 'x2', 'x3']",150,2
27,161.620498543875,"['x', 'x1', 'x2', 'x3']",150,2
28,161.620498543875,"['x', 'x1', 'x2', 'x3']",150,2
29,161.620498543875,"['x', 'x1', 'x2', 'x3']",150,2
30,161.620498543875,"['x', 'x1', 'x2', 'x3']",150,2
31,151.35571896110176,"['x', 'x1', 'x2', 'x3']",150,2
32,151.35571896110176,"['x', 'x1', 'x2', 'x3']",150,2
33,151.35571896110176,"['x', 'x1', 'x2', 'x3']",150,2
34,143.38571268219766,"['x', 'x1', 'x2', 'x3']",150,2
35,143.38571268219766,"['x', 'x1', 'x2', 'x3']",150,2
36,143.38571268219766,"['x', 'x1', 'x2', 'x3']",150,2
37,143.38571268219766,"['x', 'x1', 'x2', 'x3']",150,2
38,128.97658155058045,"['x', 'x1', 'x2', 'x3']",150,2
39,128.97658155058045,"['x', 'x1', 'x2', 'x3']",150,2
40,128.97658155058045,"['x', 'x1', 'x2', 'x3']",150,2
41,128.97658155058045,"['x', 'x1', 'x2', 'x3']",150,2
42,128.97658155058045,"['x', 'x1', 'x2', 'x3']",150,2
43,128.97658155058045,"['x', 'x1', 'x2', 'x3']",150,2
44,128.97658155058045,"['x', 'x1', 'x2', 'x3']",150,2
45,128.97658155058045,"['x', 'x1', 'x2', 'x3']",150,2
46,128.97658155058045,"['x', 'x1', 'x2', 'x3']",150,2
47,128.97658155058045,"['x', 'x1', 'x2', 'x3']",150,2
48,118.09053007067884,"['x', 'x1', 'x2', 'x3']",150,2
49,118.09053007067884,"['x', 'x1', 'x2', 'x3']",150,2
50,118.09053007067884,"['x', 'x1', 'x2', 'x3']",150,2
1,196.51013926560162,"['x', 'x1', 'x2', 'x3']",150,2
2,196.51013926560162,"['x', 'x1', 'x2', 'x3']",150,2
3,196.51013926560162,"['x', 'x1', 'x2', 'x3']",150,2
4,191.25006227891478,"['x', 'x1', 'x2', 'x3']",150,2
5,190.54468188157418,"['x', 'x1', 'x2', 'x3']",150,2
6,190.54468188157418,"['x', 'x1', 'x2', 'x3']",150,2
7,190.54468188157418,"['x', 'x1', 'x2', 'x3']",150,2
8,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
9,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
10,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
11,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
12,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
13,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
14,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
15,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
16,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
17,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
18,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
19,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
20,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
21,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
22,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
23,189.22042925870107,"['x', 'x1', 'x2', 'x3']",150,2
24,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
25,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
26,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
27,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
28,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
29,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
30,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
31,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
32,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
33,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
34,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
35,189.21485893988606,"['x', 'x1', 'x2', 'x3']",150,2
36,146.60336704541805,"['x', 'x1', 'x2', 'x3']",150,2
37,146.60336704541805,"['x', 'x1', 'x2', 'x3']",150,2
38,146.60336704541805,"['x', 'x1', 'x2', 'x3']",150,2
39,146.60336704541805,"['x', 'x1', 'x2', 'x3']",150,2
40,146.60336704541805,"['x', 'x1', 'x2', 'x3']",150,2
41,129.02763928451807,"['x', 'x1', 'x2', 'x3']",150,2
42,129.02763928451807,"['x', 'x1', 'x2', 'x3']",150,2
43,129.02763928451807,"['x', 'x1', 'x2', 'x3']",150,2
44,109.708866800114,"['x', 'x1', 'x2', 'x3']",150,2
45,56.15462749276128,"['x', 'x1', 'x2', 'x3']",150,2
46,56.15462749276128,"['x', 'x1', 'x2', 'x3']",150,2
47,56.15462749276128,"['x', 'x1', 'x2', 'x3']",150,2
48,56.15462749276128,"['x', 'x1', 'x2', 'x3']",150,2
49,56.15462749276128,"['x', 'x1', 'x2', 'x3']",150,2
50,44.90581668607996,"['x', 'x1', 'x2', 'x3']",150,2
1,196.92023224171484,"['x', 'x1', 'x2', 'x3']",200,2
2,196.92023224171484,"['x', 'x1', 'x2', 'x3']",200,2
3,195.84097300152294,"['x', 'x1', 'x2', 'x3']",200,2
4,189.6519318164808,"['x', 'x1', 'x2', 'x3']",200,2
5,189.6519318164808,"['x', 'x1', 'x2', 'x3']",200,2
6,189.27426576963742,"['x', 'x1', 'x2', 'x3']",200,2
7,189.27426576963742,"['x', 'x1', 'x2', 'x3']",200,2
8,189.27426576963742,"['x', 'x1', 'x2', 'x3']",200,2
9,189.27426576963742,"['x', 'x1', 'x2', 'x3']",200,2
10,189.27426576963742,"['x', 'x1', 'x2', 'x3']",200,2
11,189.27426576963742,"['x', 'x1', 'x2', 'x3']",200,2
12,189.22004026203848,"['x', 'x1', 'x2', 'x3']",200,2
13,189.22004026203848,"['x', 'x1', 'x2', 'x3']",200,2
14,187.69265762139483,"['x', 'x1', 'x2', 'x3']",200,2
15,187.69265762139483,"['x', 'x1', 'x2', 'x3']",200,2
16,187.69265762139483,"['x', 'x1', 'x2', 'x3']",200,2
17,187.69265762139483,"['x', 'x1', 'x2', 'x3']",200,2
18,187.69265762139483,"['x', 'x1', 'x2', 'x3']",200,2
19,187.69265762139483,"['x', 'x1', 'x2', 'x3']",200,2
20,187.69265762139483,"['x', 'x1', 'x2', 'x3']",200,2
21,187.69265762139483,"['x', 'x1', 'x2', 'x3']",200,2
22,187.69265762139483,"['x', 'x1', 'x2', 'x3']",200,2
23,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
24,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
25,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
26,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
27,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
28,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
29,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
30,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
31,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
32,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
33,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
34,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
35,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
36,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
37,136.02353623320988,"['x', 'x1', 'x2', 'x3']",200,2
38,121.99288847368682,"['x', 'x1', 'x2', 'x3']",200,2
39,121.99288847368682,"['x', 'x1', 'x2', 'x3']",200,2
40,121.99288847368682,"['x', 'x1', 'x2', 'x3']",200,2
41,111.78376964804166,"['x', 'x1', 'x2', 'x3']",200,2
42,111.78376964804166,"['x', 'x1', 'x2', 'x3']",200,2
43,111.78376964804166,"['x', 'x1', 'x2', 'x3']",200,2
44,111.78376964804166,"['x', 'x1', 'x2', 'x3']",200,2
45,111.78376964804166,"['x', 'x1', 'x2', 'x3']",200,2
46,111.78376964804166,"['x', 'x1', 'x2', 'x3']",200,2
47,111.78376964804166,"['x', 'x1', 'x2', 'x3']",200,2
48,111.78376964804166,"['x', 'x1', 'x2', 'x3']",200,2
49,111.78376964804166,"['x', 'x1', 'x2', 'x3']",200,2
50,47.40373667947512,"['x', 'x1', 'x2', 'x3']",200,2
1,201.50293502934852,"['x', 'x1', 'x2', 'x3']",200,2
2,198.92268079842853,"['x', 'x1', 'x2', 'x3']",200,2
3,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
4,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
5,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
6,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
7,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
8,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
9,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
10,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
11,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
12,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
13,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
14,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
15,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
16,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
17,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
18,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
19,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
20,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
21,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
22,138.41934340918135,"['x', 'x1', 'x2', 'x3']",200,2
23,131.13945518330073,"['x', 'x1', 'x2', 'x3']",200,2
24,131.13945518330073,"['x', 'x1', 'x2', 'x3']",200,2
25,131.13945518330073,"['x', 'x1', 'x2', 'x3']",200,2
26,131.13945518330073,"['x', 'x1', 'x2', 'x3']",200,2
27,131.13945518330073,"['x', 'x1', 'x2', 'x3']",200,2
28,131.13945518330073,"['x', 'x1', 'x2', 'x3']",200,2
29,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
30,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
31,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
32,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
33,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
34,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
35,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
36,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
37,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
38,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
39,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
40,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
41,120.16489512945414,"['x', 'x1', 'x2', 'x3']",200,2
42,57.97823678847873,"['x', 'x1', 'x2', 'x3']",200,2
43,57.97823678847873,"['x', 'x1', 'x2', 'x3']",200,2
44,36.07287307165976,"['x', 'x1', 'x2', 'x3']",200,2
45,11.680112203056595,"['x', 'x1', 'x2', 'x3']",200,2
46,11.680112203056595,"['x', 'x1', 'x2', 'x3']",200,2
47,9.540422466587206,"['x', 'x1', 'x2', 'x3']",200,2
48,9.540422466587206,"['x', 'x1', 'x2', 'x3']",200,2
49,9.540422466587206,"['x', 'x1', 'x2', 'x3']",200,2
50,9.216485052933749,"['x', 'x1', 'x2', 'x3']",200,2
1,200.74313054584152,"['x', 'x1', 'x2', 'x3']",250,2
2,195.04313370185525,"['x', 'x1', 'x2', 'x3']",250,2
3,189.5660828780829,"['x', 'x1', 'x2', 'x3']",250,2
4,189.5660828780829,"['x', 'x1', 'x2', 'x3']",250,2
5,189.5660828780829,"['x', 'x1', 'x2', 'x3']",250,2
6,153.68396513696837,"['x', 'x1', 'x2', 'x3']",250,2
7,153.68396513696837,"['x', 'x1', 'x2', 'x3']",250,2
8,153.68396513696837,"['x', 'x1', 'x2', 'x3']",250,2
9,153.68396513696837,"['x', 'x1', 'x2', 'x3']",250,2
10,153.68396513696837,"['x', 'x1', 'x2', 'x3']",250,2
11,153.68396513696837,"['x', 'x1', 'x2', 'x3']",250,2
12,72.32107918347315,"['x', 'x1', 'x2', 'x3']",250,2
13,72.32107918347315,"['x', 'x1', 'x2', 'x3']",250,2
14,55.09973505369805,"['x', 'x1', 'x2', 'x3']",250,2
15,55.09973505369805,"['x', 'x1', 'x2', 'x3']",250,2
16,55.09973505369805,"['x', 'x1', 'x2', 'x3']",250,2
17,55.09973505369805,"['x', 'x1', 'x2', 'x3']",250,2
18,55.09973505369805,"['x', 'x1', 'x2', 'x3']",250,2
19,15.434572052364665,"['x', 'x1', 'x2', 'x3']",250,2
20,15.434572052364665,"['x', 'x1', 'x2', 'x3']",250,2
21,15.434572052364665,"['x', 'x1', 'x2', 'x3']",250,2
22,15.434572052364665,"['x', 'x1', 'x2', 'x3']",250,2
23,15.434572052364665,"['x', 'x1', 'x2', 'x3']",250,2
24,15.434572052364665,"['x', 'x1', 'x2', 'x3']",250,2
25,15.278258908383197,"['x', 'x1', 'x2', 'x3']",250,2
26,6.50150801850181,"['x', 'x1', 'x2', 'x3']",250,2
27,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
28,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
29,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
30,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
31,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
32,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
33,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
34,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
35,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
36,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
37,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
38,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
39,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
40,6.350170133689524,"['x', 'x1', 'x2', 'x3']",250,2
41,5.397481767986452,"['x', 'x1', 'x2', 'x3']",250,2
42,4.749309647500393,"['x', 'x1', 'x2', 'x3']",250,2
43,4.231666602390437,"['x', 'x1', 'x2', 'x3']",250,2
44,4.231666602390437,"['x', 'x1', 'x2', 'x3']",250,2
45,4.231666602390437,"['x', 'x1', 'x2', 'x3']",250,2
46,3.784528079036042,"['x', 'x1', 'x2', 'x3']",250,2
47,3.784528079036042,"['x', 'x1', 'x2', 'x3']",250,2
48,3.784528079036042,"['x', 'x1', 'x2', 'x3']",250,2
49,3.7367639691540586,"['x', 'x1', 'x2', 'x3']",250,2
50,3.645595488467526,"['x', 'x1', 'x2', 'x3']",250,2
1,199.48019122837712,"['x', 'x1', 'x2', 'x3']",250,2
2,133.95256006516053,"['x', 'x1', 'x2', 'x3']",250,2
3,133.95256006516053,"['x', 'x1', 'x2', 'x3']",250,2
4,133.95256006516053,"['x', 'x1', 'x2', 'x3']",250,2
5,133.95256006516053,"['x', 'x1', 'x2', 'x3']",250,2
6,133.95256006516053,"['x', 'x1', 'x2', 'x3']",250,2
7,111.36582970253214,"['x', 'x1', 'x2', 'x3']",250,2
8,111.36582970253214,"['x', 'x1', 'x2', 'x3']",250,2
9,103.68684726486427,"['x', 'x1', 'x2', 'x3']",250,2
10,103.68684726486427,"['x', 'x1', 'x2', 'x3']",250,2
11,33.22303709623447,"['x', 'x1', 'x2', 'x3']",250,2
12,19.626403257873367,"['x', 'x1', 'x2', 'x3']",250,2
13,19.626403257873367,"['x', 'x1', 'x2', 'x3']",250,2
14,8.353026462610794,"['x', 'x1', 'x2', 'x3']",250,2
15,8.353026462610794,"['x', 'x1', 'x2', 'x3']",250,2
16,8.260674182190058,"['x', 'x1', 'x2', 'x3']",250,2
17,8.260674182190058,"['x', 'x1', 'x2', 'x3']",250,2
18,8.260674182190058,"['x', 'x1', 'x2', 'x3']",250,2
19,8.260674182190058,"['x', 'x1', 'x2', 'x3']",250,2
20,8.260674182190058,"['x', 'x1', 'x2', 'x3']",250,2
21,8.260674182190058,"['x', 'x1', 'x2', 'x3']",250,2
22,6.057613265186937,"['x', 'x1', 'x2', 'x3']",250,2
23,5.32213822281763,"['x', 'x1', 'x2', 'x3']",250,2
24,5.32213822281763,"['x', 'x1', 'x2', 'x3']",250,2
25,5.32213822281763,"['x', 'x1', 'x2', 'x3']",250,2
26,5.32213822281763,"['x', 'x1', 'x2', 'x3']",250,2
27,5.32213822281763,"['x', 'x1', 'x2', 'x3']",250,2
28,5.155718515728773,"['x', 'x1', 'x2', 'x3']",250,2
29,5.155718515728773,"['x', 'x1', 'x2', 'x3']",250,2
30,4.905783834834841,"['x', 'x1', 'x2', 'x3']",250,2
